mass,lifetime,type,Z,mass_final,remnant_mass,Ce,Kr,He,Cd,Na,Zr,Os,Ar,Ge,In,Rh,Mn,Pb,Dy,Si,Fe,Hf,N,I,Nb,S,Rb,Br,Xe,Tm,Cs,O,Nd,Ho,W,Ga,V,H,Te,La,Cu,Sb,Cl,Lu,Ti,B,Sm,Th,Ni,Ta,Mo,Au,Al,Pd,Ag,C,Se,Eu,Ne,Pt,Li,Hg,U,Bi,Yb,Co,Sr,Zn,Sn,Be,K,Cr,As,Ru,F,Tl,Ca,P,Pr,Y,Sc,Gd,Er,Ba,Mg,Tb,Re,Ir
25.0,,cc,0.0062947699060105534,25.0,1.8504,1.8621481580675259e-09,5.667483671424128e-07,0.32065680370287175,2.1904551266544564e-09,0.000545430590593358,9.055533140961399e-08,1.0742975861353976e-09,0.0019152351232850679,1.814044735114214e-06,2.2249706258423475e-10,3.9208409648546847e-10,3.0254388844731657e-05,1.4492941994678094e-08,6.004495412447732e-10,0.015151473459584616,0.005411301361578602,2.5801260496941634e-10,0.0012196099716625774,1.175013823133013e-09,1.706936620935135e-09,0.010817485620917855,9.207100770639666e-08,1.6911609703839378e-07,6.913888922486782e-09,6.461580329681723e-11,4.901639769153678e-10,0.163122620200781,1.2834761723744688e-09,1.308566886684867e-10,2.31941942841345e-10,7.555478280402254e-07,1.2057062325050975e-06,0.43713067281451956,5.506269438780799e-09,8.016160970383938e-10,6.32055845457373e-06,3.80213481010471e-10,0.00015680836817914782,6.129760773404292e-11,1.4900494177005216e-05,6.760845500570206e-08,4.0947834951791816e-10,0.0,0.0002896986557003145,4.065532233818296e-11,3.54628892075889e-09,3.8586930227736116e-10,0.0003983520233610948,1.739273680754743e-09,5.141246501019456e-10,0.015145377457925836,9.169697964543664e-07,1.2927696374883369e-10,0.022673504509797146,2.1971214966997264e-09,8.394117747174898e-09,1.1673661747935168e-09,0.0,4.043162732833397e-10,4.243983481356049e-10,1.3150723986591562e-05,2.845402080381519e-07,9.368170810726753e-06,5.053900412966099e-09,1.6074014237827003e-12,0.0001327263926806511,9.055139224867817e-05,8.484466254276533e-08,2.179740038704773e-09,1.8926331340498322e-06,3.7846355876559423e-10,0.0007640986818778726,0.00014534635587655942,2.8010807962124615e-10,3.459943152365484e-08,1.7434167329025124e-07,5.054606602273906e-10,3.9981321059543145e-10,8.080451498082041e-09,0.004150266095310502,8.967455161212289e-11,9.504738742786052e-11,1.072047033210077e-09
25.0,,cc,0.004163189861658025,25.0,1.9223,1.0292912638607833e-09,3.3934677632519705e-07,0.32497055542796727,1.450155778088804e-09,0.0003069954978182401,5.758311486846611e-08,6.81378230932892e-10,0.001979071377563622,1.0172891145998085e-06,1.588959905016531e-10,2.5241076883744917e-10,3.105404784705582e-05,1.1959534529004191e-08,3.77794225594405e-10,0.015978979274364428,0.00591140563401032,1.4770441161814218e-10,0.0008709469747851824,7.60821052357904e-10,9.109183324161419e-10,0.010725975753649628,5.332008822369647e-08,8.923237584334662e-08,4.449575737616833e-09,4.1087846709160784e-11,3.1174727117520375e-10,0.1628183131551238,7.453634460973148e-10,8.386537653232341e-11,1.282010728972125e-10,3.644518301217192e-07,1.1674718884464223e-06,0.4405725097064266,3.4889879407393285e-09,4.2844374006075123e-10,3.5996828106787073e-06,2.341177847012484e-10,0.00015660655091278596,3.803664143307175e-11,1.530059971314299e-05,5.984081385926675e-08,3.355165809417749e-10,0.0,0.00024095171962543933,2.3157697257525664e-11,2.161028612036728e-09,2.79791747011184e-10,0.0002900934668532826,1.1118460678490489e-09,3.351716158889317e-10,0.013773465769985744,5.24781737348176e-07,8.242077850045715e-11,0.01689201202892836,1.4189254566096274e-09,7.383500396486653e-09,8.447254275772715e-10,0.0,2.8020686636883223e-10,2.550913609241822e-10,8.46323507108594e-06,1.7667830849694726e-07,6.743039471004476e-06,3.298099723975959e-09,1.0267054342503801e-12,0.00012618543009052029,0.00011136615130623938,4.7692794342590466e-08,1.369686320560541e-09,1.232835161216239e-06,2.0973840547368236e-10,0.0007515203750893719,0.0001406782304995732,1.633395009034696e-10,2.426203651143745e-08,1.374357063312202e-07,3.1527132686532883e-10,2.519401760140742e-10,4.369590990436655e-09,0.003313814201588547,5.698791474020375e-11,5.886141166580726e-11,6.969516026293781e-10
25.0,,cc,0.002787986920611889,25.0,1.99054,6.529174435210561e-10,1.6206640225368173e-07,0.3262447820157448,7.807137586018968e-10,0.00018990667316834032,2.647960404112047e-08,4.3136606421880394e-10,0.0016139258746185263,5.32514278909631e-07,7.733936824245332e-11,1.466718471446092e-10,3.106283241762301e-05,1.1225520720607958e-08,2.3979118284392593e-10,0.013275105108942146,0.007285834035218558,9.576357289566988e-11,0.0005906835710181811,4.849787869858745e-10,5.81260924854386e-10,0.009804505311728306,2.980213355724124e-08,5.2062108367601845e-08,2.8041249555617556e-09,2.6609099040133927e-11,2.007022329076823e-10,0.16478190422982547,4.4314416765973647e-10,5.3796134285637294e-11,7.595818415556037e-11,2.3318365576593277e-07,1.0813219128132516e-06,0.43599894083111895,2.2190642022889714e-09,2.800251331408907e-10,2.8541825840328285e-06,1.4836332534531447e-10,7.843869434571695e-05,2.4369646223770568e-11,1.5530828624400573e-05,5.917692027539976e-08,1.491599542101379e-10,0.0,0.00027457965984425535,1.436112190377349e-11,1.2915709451677703e-09,1.6461359805923302e-10,0.0003422205475487039,6.408853141273199e-10,1.9534747881958116e-10,0.01294887207261709,2.55725771052428e-07,5.2330085104126735e-11,0.019939759950907153,9.003468112680611e-10,6.135496378446082e-09,5.038139095832757e-10,0.0,2.250583021070464e-10,1.610103322720307e-10,8.444092125586606e-06,8.488422587926879e-08,6.023340921516627e-06,1.7887258718805218e-09,7.882236262824073e-13,7.098415086664352e-05,0.00011863378758128177,2.835963990463053e-08,8.2514630938753e-10,1.4845459215470507e-06,1.3306648656682948e-10,0.0008420116521348175,8.661133290394471e-05,9.976592236410589e-11,1.000544993233218e-08,7.699572262886657e-08,2.0030686900083705e-10,1.6002302531219768e-10,2.8373438142398824e-09,0.005443658390940074,3.632566779055223e-11,3.661676545212274e-11,4.4675016275914336e-10
25.0,,cc,0.0018743755348960272,25.0,2.02244,3.7971952200320665e-10,6.222601964699472e-08,0.3243473050228135,4.3810465515050336e-10,0.00010442449067699094,9.67917133063737e-09,2.7409845388283174e-10,0.0014747266617517265,2.500392034663385e-07,4.508373386904441e-11,8.856597480324282e-11,2.9669338258718504e-05,1.0452730403054109e-08,1.5111403995898607e-10,0.01216894396097758,0.007778196988714206,5.7056763207233494e-11,0.0004004854736534254,3.1136552358039755e-10,2.6279683308410466e-10,0.009181153491928648,1.1030009278617922e-08,2.1788910571879693e-08,1.789910634549534e-09,1.729126156127979e-11,1.2739646855453756e-10,0.16540007388948175,2.563127242405199e-10,3.444948027553839e-11,4.356691920290927e-11,1.1611111014398396e-07,1.0302708729734576e-06,0.43929382285329693,1.4072804336056571e-09,1.672893597057303e-10,2.3604290446853367e-06,9.01535672194959e-11,4.993524116572865e-05,1.5295609716610466e-11,1.5690414865634123e-05,5.572070750767271e-08,8.894308185899634e-11,0.0,0.00028535670889337245,8.249985202954534e-12,6.987621836261117e-10,1.0729468229002558e-10,0.00035135671498627357,3.6625594710665533e-10,1.1950659687103417e-10,0.012305465114659691,1.080363972501867e-07,3.3610052590440415e-11,0.019079021532312394,5.771389877776405e-10,5.996463523977307e-09,3.451963567933236e-10,0.0,1.7398061412961166e-10,9.808782133525056e-11,7.852226259010966e-06,3.2006966797170803e-08,5.70452803517867e-06,1.0117331648791253e-09,5.906153656001769e-13,4.543228828474389e-05,0.00012100036470365,1.1664119253741477e-08,4.781546865724646e-10,1.3289879343150448e-06,8.551978539061589e-11,0.0008534514809840556,6.685261620467969e-05,5.804054042291697e-11,3.905932570734229e-09,5.429514709133607e-08,1.2570876629198227e-10,1.0086787718104098e-10,1.7087130661393115e-09,0.00662874561093519,2.322187386302114e-11,2.2811821620746505e-11,2.8861201972707284e-10
25.0,,cc,0.0007006202959780097,25.0,1.99054,7.983556328570945e-11,5.218288912473391e-09,0.3276148509786844,1.1213150591104702e-10,8.80920282353432e-05,1.3303402165891767e-09,9.052401055913524e-11,0.0015440575043308277,2.184975657838124e-08,1.3345445742751026e-11,2.7748804187495054e-11,2.475208023134832e-05,9.366917780773647e-09,4.798197771699119e-11,0.0123333554981299,0.007417899285772026,1.6368886970837212e-11,0.00016003243883168052,1.0449223927897482e-10,4.18908570648768e-11,0.009556339403445364,7.365705236020315e-10,1.4771663481020414e-09,5.931418251449621e-10,5.476225865361464e-12,4.299788000239901e-11,0.16484275798302087,6.556981345933369e-11,1.1358154428656735e-11,1.2138669486376475e-11,1.2591408055643202e-08,8.641212179686095e-07,0.4370072197277554,4.656429920563107e-10,4.224703665361986e-11,1.8257412386036004e-06,2.838888874402094e-11,4.6075396815049104e-05,4.91730705544589e-12,1.4909086784305237e-05,5.1090716600911106e-08,2.9611038242531546e-11,0.0,0.0002455093570209818,2.4796109078613754e-12,1.6433918918566538e-10,4.2763107000338116e-11,0.0002387305047576084,9.780255164614901e-11,3.74293442783968e-11,0.012227330845660871,8.367255467968392e-09,1.1051845632187805e-11,0.01953237903019019,1.9380697873831024e-10,4.419948192612951e-09,1.848670937953346e-10,0.0,1.0223577606775648e-10,2.9405905223329886e-11,5.034711809838215e-06,3.0527843765129647e-09,6.328050032464908e-06,2.731889144725691e-10,3.606677427458098e-13,4.177529155399562e-05,0.0001169102682114226,8.636578172629866e-10,1.2850628393712846e-10,1.2682826976382758e-06,4.091099921510545e-11,0.0008989716435936827,5.367966045270076e-05,1.4543235695231439e-11,4.989339167455473e-10,3.6613375542059657e-08,3.9757412951021014e-11,3.231973066729946e-11,4.548409914878489e-10,0.005977125929943596,7.486572913923229e-12,7.499797909207778e-12,9.756130739269849e-11
25.0,,cc,0.0002640369638765966,25.0,2.05553,1.7875519896515372e-11,1.2719324525691811e-09,0.33089988402434223,3.637349217480291e-11,3.346109106028599e-05,2.0027461954884988e-10,3.1535094948804655e-11,0.0011223575437096609,3.6326038474630276e-09,4.450087537432766e-12,9.00892459054404e-12,3.035559330854014e-05,9.116296868047072e-09,1.5752547476581506e-11,0.009701440913649344,0.008998900330667914,8.508482871907697e-12,6.471916762514018e-05,3.502874548856435e-11,8.243337065532566e-12,0.006996438659249918,2.0012229526330308e-10,2.3252661752483281e-10,1.9829191957800726e-10,1.8587223849581186e-12,1.5086118790279314e-11,0.17182193579455093,2.0198740698739175e-11,3.792220957816851e-12,5.540976540316687e-12,3.243419874157041e-09,1.0060830997621649e-06,0.4327679008557617,1.5550210704365799e-10,1.0222417863650806e-11,1.738670363708554e-06,9.566749635097259e-12,1.1874146580853688e-05,1.7858693619856984e-12,1.6887251097976988e-05,4.946567778641215e-08,1.2971059693250705e-11,1.6493168070563407e-21,0.00030634038145139114,1.0606469445578826e-12,4.6261983824424807e-11,3.304090266630696e-11,0.00028710360274175,2.9629797506763075e-11,1.2074630619055486e-11,0.011670202833188129,1.4210997246831153e-09,3.702979410725112e-12,0.01539776551822727,6.589752737805668e-11,3.952019516249449e-09,1.9018550439386924e-10,0.0,6.907808286702635e-11,1.1244641955120341e-11,6.215441019121383e-06,6.34951733467803e-10,6.1060434910895745e-06,9.39735853562972e-11,2.8679633916146244e-13,8.361243035903641e-06,0.00014013905137054812,1.1338592697935495e-10,4.0073272557614095e-11,9.39912754576593e-07,2.3869368087386637e-11,0.0008204656557159562,3.725481564838936e-05,3.962885174510459e-12,8.876343624411459e-11,1.6306325663656642e-08,1.2967180327111501e-11,1.1071906651145135e-11,1.3515224365609666e-10,0.008850364379739432,2.458304767989847e-12,2.656683723790526e-12,3.323044724938079e-11
25.0,,cc,0.00010009901622281853,25.0,1.98209,4.9208852584791576e-12,4.0772312951088955e-10,0.32679754721432136,1.3851280155322531e-11,5.6587674554292725e-05,1.254758837791963e-10,1.0853082621315314e-11,0.0014402872205130704,1.6411379660447015e-09,1.5204777497175026e-12,3.0606558110619073e-12,2.1890866720740502e-05,8.996441901110919e-09,5.591817154554866e-12,0.011400288340687752,0.007543348527733405,4.511245808155476e-12,2.9185012887790423e-05,1.1784562542819918e-11,2.2236163057375756e-12,0.009037456774529051,5.943046088893387e-11,7.1697691058832e-11,6.934681645727175e-11,6.803745431275037e-13,5.3688193237353e-12,0.16724151902540238,7.391652847717278e-12,1.3219662428083174e-12,2.458533811279999e-12,2.6509413756505262e-09,7.573522791600105e-07,0.43671645964446815,5.239031215258032e-11,2.4062121191715494e-12,1.9297286330513932e-06,2.957014776754275e-12,2.971368816717069e-05,6.890713361899496e-13,1.4600596159251646e-05,4.6364761179446794e-08,5.7420995216333705e-12,0.0,0.0002478094410743634,4.692184911662267e-13,1.581403350695176e-11,1.2402125127780933e-11,0.00018954370748690912,1.044306802833098e-11,4.142252706696654e-12,0.01205379696940339,4.386340462709255e-10,1.2614394617061237e-12,0.019598037788834868,2.2271749085820563e-11,3.962060917346536e-09,1.124061958709544e-10,0.0,5.604461916829112e-11,4.588442217386375e-12,4.133620298280773e-06,1.332054908547301e-10,7.358318968577079e-06,2.905663502898395e-11,2.4736259721234464e-13,2.6406894109847505e-05,0.0001069572261339105,2.9229673762735195e-11,1.393903269236868e-11,1.2618912837872769e-06,1.739304306950544e-11,0.0008909502263668481,3.8040725678395645e-05,1.238040291234087e-12,1.473952239799356e-11,2.7474822866194195e-08,4.4450843017459e-12,3.976110341903327e-12,3.419852106468398e-11,0.006503908825779578,8.47540024268059e-13,9.227566707837507e-13,1.1403494061797964e-11
25.0,,cc,3.8125610429710555e-05,25.0,1.99054,1.3885652249118406e-11,1.3756176372674543e-10,0.3318749824637344,1.72639297054342e-11,5.483918353581527e-05,1.4441469291326265e-10,3.624018034321535e-12,0.001991713455856852,1.388986616808912e-09,1.6709562067080234e-12,1.3909583275748323e-12,1.9145299368172918e-05,8.456171070507523e-09,3.1382713023252173e-12,0.016095001707993148,0.006809711296918746,2.2223937458766956e-12,1.5114209546855944e-05,4.499410242569795e-12,7.856551175038439e-13,0.010657913125384083,2.0197431838904517e-11,2.3463827486607686e-11,3.757509737299354e-11,3.5037154283499045e-13,2.1502199530106313e-12,0.16178515923941716,1.865777336799733e-11,5.394781103076735e-13,7.812165083404826e-13,2.79808005055312e-09,7.333929831469316e-07,0.44271356870960893,1.998930700677026e-11,9.66594139975471e-13,2.2107372359021027e-06,1.045461301569007e-12,6.600724223862707e-05,2.79181997317625e-13,1.4806702030121524e-05,4.552709624650035e-08,7.684119114485955e-11,2.9698089394535983e-21,0.00019779213874032676,1.615683810050301e-13,1.039552514487519e-11,3.550487495143302e-11,0.0001060529017195536,7.990322241373765e-12,2.1756138562139226e-12,0.012498252892505952,1.513009866376699e-10,4.327976406225961e-13,0.01117518148622349,1.4689241816192123e-11,4.242053754412316e-09,2.192316247317408e-10,0.0,4.902983381617822e-11,2.3154220046885063e-12,5.256272854730185e-06,3.184170336896215e-11,1.1291408238698344e-05,3.462939808235395e-11,1.8697744319075718e-13,5.835225163910843e-05,0.00011789342261834915,9.774501444188608e-12,8.601157958509239e-12,5.041317788422675e-07,1.3382026349162475e-11,0.0008970779783322062,6.434005839337386e-05,2.5049479648805315e-12,4.701066430937536e-12,4.0993530487025765e-08,1.562378165328521e-12,2.441144642247145e-12,1.467236084636493e-11,0.0027687167799678915,3.133528557384658e-13,3.3539987466024843e-13,5.134062250917666e-12
25.0,,cc,5.59474797847092e-06,25.0,1.92546,6.345045665049011e-12,1.735069474841102e-11,0.333490910674709,8.308590767139887e-12,1.6926881315943896e-05,1.3036794362964548e-10,4.033684311799932e-12,0.0018987822633040575,1.0229728609974458e-09,1.1056194403008685e-12,5.503381649211642e-13,1.0953371118124131e-05,8.095415986624219e-09,1.0854244981698444e-11,0.018861815230119434,0.0038580503887834824,7.56040441109552e-12,6.022598933716555e-06,7.004083288334241e-13,5.03659011187222e-13,0.009958903065759925,2.5095104821157866e-12,2.8316880856563127e-12,8.775721639521307e-12,2.006549209648383e-12,3.1779355081401406e-13,0.16491266798176693,2.2314928618295316e-11,1.2037119699894343e-12,3.1233211582982803e-12,2.224825717002376e-09,4.775286917962395e-07,0.44748021510118946,3.1307328336772906e-12,2.0279257571331866e-13,2.279610341094557e-06,1.3659427230185306e-13,7.543227297272231e-05,7.050566641848548e-13,1.0377575984613346e-05,2.488381753222383e-08,5.894875073565931e-11,0.0,0.00013246118068009155,7.903694288163491e-13,4.9369497290086826e-12,2.819722516678556e-11,0.00023601770609511612,3.967204546656185e-12,9.31372846435942e-13,0.009952104566331551,2.8231730730060063e-11,5.4133300165463756e-14,0.0037294093360040986,2.0529916999428806e-10,5.634226717845731e-09,4.3402107912010386e-10,0.0,5.0409672305493415e-11,9.644252496474468e-12,7.339951305638163e-06,4.702843046925312e-12,1.0600649061870789e-05,1.6441630038995363e-11,6.823407963929075e-14,7.59520350134824e-05,6.543976889680142e-05,1.4873839305138912e-12,3.233615924737828e-12,1.5827314434003889e-07,1.1879937801576976e-11,0.0006720220674066555,9.564524363215908e-05,1.729637947278689e-12,1.5656303440935335e-12,5.452199697155393e-08,7.007643879357941e-13,1.2816307800718888e-11,4.596222503243835e-12,0.004439494351783395,4.2213062535591177e-13,3.683983732720133e-13,9.337668269876669e-12
25.0,,cc,0.0,25.0,1.92546,6.345045665049011e-12,1.735069474841102e-11,0.333490910674709,8.308590767139887e-12,1.6926881315943896e-05,1.3036794362964548e-10,4.033684311799932e-12,0.0018987822633040575,1.0229728609974458e-09,1.1056194403008685e-12,5.503381649211642e-13,1.0953371118124131e-05,8.095415986624219e-09,1.0854244981698444e-11,0.018861815230119434,0.0038580503887834824,7.56040441109552e-12,6.022598933716555e-06,7.004083288334241e-13,5.03659011187222e-13,0.009958903065759925,2.5095104821157866e-12,2.8316880856563127e-12,8.775721639521307e-12,2.006549209648383e-12,3.1779355081401406e-13,0.16491266798176693,2.2314928618295316e-11,1.2037119699894343e-12,3.1233211582982803e-12,2.224825717002376e-09,4.775286917962395e-07,0.44748021510118946,3.1307328336772906e-12,2.0279257571331866e-13,2.279610341094557e-06,1.3659427230185306e-13,7.543227297272231e-05,7.050566641848548e-13,1.0377575984613346e-05,2.488381753222383e-08,5.894875073565931e-11,0.0,0.00013246118068009155,7.903694288163491e-13,4.9369497290086826e-12,2.819722516678556e-11,0.00023601770609511612,3.967204546656185e-12,9.31372846435942e-13,0.009952104566331551,2.8231730730060063e-11,5.4133300165463756e-14,0.0037294093360040986,2.0529916999428806e-10,5.634226717845731e-09,4.3402107912010386e-10,0.0,5.0409672305493415e-11,9.644252496474468e-12,7.339951305638163e-06,4.702843046925312e-12,1.0600649061870789e-05,1.6441630038995363e-11,6.823407963929075e-14,7.59520350134824e-05,6.543976889680142e-05,1.4873839305138912e-12,3.233615924737828e-12,1.5827314434003889e-07,1.1879937801576976e-11,0.0006720220674066555,9.564524363215908e-05,1.729637947278689e-12,1.5656303440935335e-12,5.452199697155393e-08,7.007643879357941e-13,1.2816307800718888e-11,4.596222503243835e-12,0.004439494351783395,4.2213062535591177e-13,3.683983732720133e-13,9.337668269876669e-12
30.0,,cc,0.02865003477107615,30.0,1.63618,1.6399170139988197e-08,4.7740128833140245e-06,0.3243558310904525,1.203793776719779e-08,0.0013451925727916763,2.0477922226272767e-07,5.615907554060067e-09,0.0007379614064678171,1.830610615918448e-05,1.0672462312904255e-09,1.899430330611321e-09,5.9093239204028226e-05,4.478871675253897e-08,3.333467974341961e-09,0.007710777321249394,0.00686801389939719,2.407192966250667e-09,0.00503290230300432,5.6035823101401715e-09,1.503274241621897e-08,0.004207577068251033,1.310736706127736e-06,1.965567402416177e-06,3.550265514306606e-08,3.0915405611797e-10,2.5720724500437526e-09,0.179865909669431,9.451016118421284e-09,6.4559357660569e-10,1.9264826811057185e-09,8.545604929096292e-06,2.288394969365903e-06,0.3939666873853028,2.8004156703857238e-08,6.862034098368978e-09,9.723161407737039e-05,2.2386159551146494e-09,4.555951913388253e-05,3.415987338799922e-10,1.821855095681752e-05,4.4107804237934093e-08,2.2216115459765292e-09,0.0,0.0008609118940960702,2.426043494846604e-10,2.2541329059343908e-08,1.6490585541721812e-09,0.0015341798107589173,8.856116700782899e-09,2.419779846297149e-09,0.014988887603996921,7.902402109447881e-06,5.88798335344111e-10,0.04276536552551807,1.038523544430898e-08,1.771022947543737e-08,7.501796302472657e-09,0.0,1.603602758725729e-09,2.8967164860022384e-09,8.528435168464615e-05,1.1250695428189857e-06,6.376941822363841e-05,3.0149982266140455e-08,7.630918543411995e-12,2.472522389438376e-05,0.0001047870491351306,1.2085995468875489e-06,1.1541512744052108e-08,3.034411443874626e-06,3.251208758199706e-09,0.0004112689799892962,0.00017049043464526287,1.75768990213589e-09,1.5756446064035097e-07,7.522435271412667e-07,2.782106183158686e-09,2.3202632085523033e-09,7.075724426399547e-08,0.014627324528219403,4.233597590169448e-10,4.86919603917949e-10,4.939592057769369e-09
30.0,,cc,0.02322040452907957,30.0,1.64779,1.2090768797211928e-08,3.416627821958147e-06,0.3207160226310401,9.292431172032092e-09,0.001187268999488929,1.5423189232867563e-07,4.412421853534523e-09,0.0007014225063936816,1.3870269725005564e-05,8.318184014579462e-10,1.4953155327221405e-09,5.393935781372951e-05,3.70001950465237e-08,2.593413021418789e-09,0.0072007543680016484,0.0065154649320105906,1.7530402039206118e-09,0.004237914363642199,4.492454027393279e-09,1.112643423563807e-08,0.004095393777063587,9.104563630136768e-07,1.421465910417565e-06,2.805659100295885e-08,2.4267173528977106e-10,2.026346447067089e-09,0.17768506010642557,7.0420260007949995e-09,5.117484668743636e-10,1.410097167028602e-09,6.602377733517071e-06,2.038053506234611e-06,0.4043176975023817,2.2193988757842862e-08,5.116028873939633e-09,7.406932299104725e-05,1.751083954301975e-09,3.791076603904951e-05,2.636274914724461e-10,1.6301745084421988e-05,4.166222774168222e-08,1.7020101783952646e-09,0.0,0.0007133849530600966,1.8110886241319461e-10,1.7115554660465622e-08,1.319396265758472e-09,0.0013538062817678056,6.8611857770523015e-09,1.917356706937484e-09,0.014512407322039447,5.83134401163084e-06,4.702843270418779e-10,0.042370400049943205,8.266644868248368e-09,1.674244490993824e-08,5.568622340198526e-09,0.0,1.3120740852300403e-09,2.1720966725345218e-09,6.860170688634148e-05,8.337539754396571e-07,5.019706753018548e-05,2.3319512306095366e-08,5.767416367189719e-12,2.1034305967682945e-05,0.0001010015797710302,8.772649468947923e-07,8.9599604404736e-09,2.9482922142577247e-06,2.3980070689374832e-09,0.00040025996703607945,0.00014046735686565527,1.3256885442087232e-09,1.1802289839134234e-07,5.728936121734426e-07,2.1687232141691954e-09,1.7880349009830276e-09,5.2569819777717494e-08,0.01339059283209316,3.359216089327781e-10,3.791715002110947e-10,3.972582736936557e-09
30.0,,cc,0.018846084510616166,30.0,1.74469,9.167875878905592e-09,2.7348947436782675e-06,0.3185083113227212,7.36159964268663e-09,0.0009567546772624331,1.2133460931768223e-07,3.439892997103907e-09,0.0006487010724709797,1.179432786262122e-05,6.427388692603265e-10,1.15776468210754e-09,5.0336025334706996e-05,3.149728316553596e-08,2.0198339037865798e-09,0.007128868874558446,0.0066592796185920445,1.3037411021149654e-09,0.0034279695391768836,3.5494213300084123e-09,9.06597733311013e-09,0.003968326180105615,7.369797039919222e-07,1.1776016614222247e-06,2.2145648375473492e-08,1.909138494675868e-10,1.5773141402447893e-09,0.18534835130104746,5.274735969982279e-09,4.021332627389329e-10,1.0348156505803687e-09,5.654420354970445e-06,1.8652686167661936e-06,0.4018890714237076,1.7497265611313412e-08,3.9043138440172836e-09,5.952282951416919e-05,1.3626571430290446e-09,3.0688497135582654e-05,2.0517233751815144e-10,1.495131357610304e-05,4.217016978401582e-08,1.3164640557827887e-09,0.0,0.0006246210712251962,1.3471704964482784e-10,1.3272779523565658e-08,1.0502910780309964e-09,0.0012708230771490386,5.385902685194393e-09,1.4978423524640147e-09,0.013949116113042115,4.792601992333476e-06,3.70777386622196e-10,0.04167505187520505,6.520107654101123e-09,1.4831144234481942e-08,4.1874635245552074e-09,0.0,1.0798501237466516e-09,1.6384802007127153e-09,5.682967201563175e-05,6.396397208170782e-07,4.408147707457465e-05,1.8280583720369728e-08,4.329522486215865e-12,1.6576607370437627e-05,0.00010168289783407084,7.785297701564768e-07,7.0233973720337865e-09,2.8588891787065866e-06,1.7464398727177299e-09,0.00038953853063371094,0.00012530918967089725,1.0132927226776135e-09,9.404250033002646e-08,4.793541461764178e-07,1.6954178878235631e-09,1.3836523825079249e-09,3.98864174556924e-08,0.013020327860497725,2.6431244251080594e-10,2.9189876168408695e-10,3.1477587752532177e-09
30.0,,cc,0.015303226470930074,30.0,1.75234,6.815436145861285e-09,1.937363013431909e-06,0.3153843309852923,5.726118906840424e-09,0.0007243325641840774,9.202684045333314e-08,2.708679104747084e-09,0.0005988965917884879,8.849393542686367e-06,4.936555452734847e-10,8.958193351236882e-10,4.451129757296711e-05,2.6666693807557865e-08,1.57696031458889e-09,0.006721233900436354,0.006461077483940264,9.545854771687283e-10,0.0027260212704344365,2.8294202068419115e-09,6.7916776115260524e-09,0.0037112860463486184,5.227728597696235e-07,8.544923721115306e-07,1.7563608454647216e-08,1.521226891006193e-10,1.2323746462538843e-09,0.18458391548184877,3.895213267222842e-09,3.198427763574045e-10,7.588287667013834e-10,4.330291429449377e-06,1.6216763795655993e-06,0.4104800296560494,1.388638071259708e-08,2.9229540429189532e-09,4.4518236200803894e-05,1.0433784603751249e-09,2.488436210291401e-05,1.5966926109985746e-10,1.338930021106173e-05,4.324777061179581e-08,1.009628054146786e-09,0.0,0.0005371141892815193,1.003963868157575e-10,1.0041224653652727e-08,8.456381873755207e-10,0.0011543894255311767,4.219517298069999e-09,1.1762921247282074e-09,0.01358484525797889,3.4957933152693e-06,2.9644367002434896e-10,0.039787630550636756,5.210639543240042e-09,9.269963317315489e-09,3.170347915544155e-09,0.0,8.866999956810582e-10,1.236032612966879e-09,4.6329147263879554e-05,4.972683393951923e-07,3.480886558391031e-05,1.4106311744052426e-08,3.3073642206115477e-12,1.3602502295765383e-05,9.44615624798656e-05,5.866893045300036e-07,5.4901726373087195e-09,2.7723216719544203e-06,1.3058355984177097e-09,0.00037372301988908106,0.00010486355329963616,7.691150346612782e-10,7.156274183419086e-08,3.63980591666708e-07,1.3210060054531954e-09,1.0663017573845053e-09,2.9849404163035096e-08,0.012722250267809794,2.109633151914176e-10,2.272935174099377e-10,2.5264251976977914e-09
