mass,lifetime,type,Z,mass_final,remnant_mass,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U
30.0,5717000.0,hn,0.0027879869206118,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,0.001874375534896,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,0.000700620295978,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,0.0002640369638765,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,0.0001000990162228,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,3.812561042971056e-05,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,5717000.0,hn,5.59474797847092e-06,30.0,1.758118,0.4266434964144677,0.3296660601189181,1.4783731030383854e-07,1.5658935436963262e-13,1.5522119187329055e-08,0.0102347671339262,0.0001803328211301,0.1688805309325658,9.065360974900256e-07,0.0321540624046386,0.0001021621660077,0.008379554984433,0.0001578631900489,0.0063758226098337,1.0749178448216612e-05,0.0040263136751868,3.588915060098906e-06,0.0007167011394637,1.6539757826270646e-06,0.0006390088011092,7.774452351797927e-08,1.8301615351931868e-05,1.2881117038573528e-06,0.0001001294629469,1.1937655865320888e-05,0.0111759766287939,3.297838830772033e-05,0.0004430103231243,1.2452256548966018e-05,3.002023788586003e-05,7.099686622990209e-09,2.909978111247636e-08,2.04285631694742e-11,4.5455853936305536e-10,6.372563142163251e-13,9.082954791165059e-12,4.228835745141031e-17,2.6968569855372986e-15,3.551915013147e-18,1.6023607849509074e-17,3.1914347527347025e-18,4.638770158649887e-17,1.3383321954920365e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.0286500347710761,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.0232204045290795,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.0188460845106161,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.01530322647093,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.009892250062533,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.0062947699060105,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.004163189861658,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.0027879869206118,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.001874375534896,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.000700620295978,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.0002640369638765,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,0.0001000990162228,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,4709000.0,hn,3.812561042971056e-05,40.0,2.8280000000000003,0.3947581004039423,0.3124983753786401,5.344038345989249e-07,2.707090701147188e-13,8.139597361782324e-08,0.0099020296178558,2.275800982141053e-06,0.1941676103286659,4.0277023176683533e-07,0.025397661111974,6.261238112338997e-05,0.0104858460447545,0.0002324475715413,0.014785075947934,2.3450107628478945e-05,0.0111135466681279,1.0734914402634251e-05,0.0020215731870373,6.181451945371756e-06,0.0018667250783072,2.664557091466428e-07,4.030590864652655e-05,3.6734303167835136e-06,0.0003513695935545,2.494588408125997e-05,0.0212890540313823,8.028005592184982e-05,0.0007846905937112,1.0486081354017031e-05,7.951067084298886e-05,2.2290620762872722e-08,4.5906714218807057e-08,5.980114252951315e-11,7.90975514513707e-10,1.4781058278224809e-12,1.4412076780476439e-11,6.738436223838161e-16,1.1418061287544922e-14,2.8969101703716303e-15,1.461813310855875e-15,1.0359040319285865e-17,7.983137037260406e-17,3.806186006462761e-17,2.1257954511077512e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
